Book_ID,Title,Authors,Total_Pages,No. of Reviews,Average_Rating,No. of Ratings,ISBN,ISBN13,Language,Genres
2277444,The Last Oracle,James Rollins,448,972,4.16,32374,61230944,9.78006E+12,English,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Thriller', 'Mystery Thriller', 'Science Fiction', 'Suspense', 'Historical', 'Historical Fiction', 'Mystery', 'Crime']"
5999242,Nice Girls Don't Date Dead Men,Molly Harper,376,797,4.09,14542,1416589430,9.78142E+12,English,"['Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Romance', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Humor', 'Fiction', 'Audiobook', 'Womens Fiction', 'Chick Lit']"
114936,The Dragon and the George,Gordon R. Dickson,286,228,3.89,6200,345350502,9.78035E+12,English,"['Fantasy', 'Fantasy', 'Dragons', 'Fiction', 'Science Fiction', 'Humor', 'Science Fiction Fantasy', 'Adventure', 'Fantasy', 'Magic', 'Science Fiction', 'Time Travel', 'Adult']"
105760,Zodiac,Robert Graysmith,355,943,3.92,22822,425098087,9.78043E+12,English,"['Crime', 'True Crime', 'Nonfiction', 'Mystery', 'Crime', 'History', 'Mystery', 'Audiobook', 'Horror', 'Thriller', 'Biography', 'Adult']"
384457,Agnes and the Hitman,Jennifer Crusie,421,1785,3.95,19516,312363044,9.78031E+12,English,"['Romance', 'Womens Fiction', 'Chick Lit', 'Mystery', 'Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Humor', 'Romance', 'Romantic Suspense', 'Adult', 'Suspense']"
8603765,Imaginary Girls,Nova Ren Suma,348,1328,3.43,7208,525423389,9.78053E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Mystery', 'Fantasy', 'Magical Realism', 'Fiction', 'Contemporary', 'Horror', 'Young Adult', 'Teen', 'Fantasy', 'Supernatural']"
7842739,Fire World,Chris d'Lacey,576,233,4.09,5272,054528368X,9.78055E+12,English,"['Fantasy', 'Fantasy', 'Dragons', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Fantasy', 'Magic', 'Adventure', 'Childrens', 'Mystery', 'Childrens', 'Juvenile']"
4279056,The Gift,Cecelia Ahern,305,1882,3.7,25996,7284977,9.78001E+12,English,"['Fiction', 'Holiday', 'Christmas', 'Womens Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Fantasy', 'Holiday', 'Adult', 'Family', 'Cultural', 'Ireland']"
13554713,Fairy Tales from the Brothers Grimm,Philip Pullman,405,1102,4.07,21480,067002497X,9.78067E+12,English,"['Fantasy', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Fairy Tales', 'Childrens', 'Retellings', 'Fantasy', 'Mythology', 'Adult', 'Audiobook']"
639787,The Murder on the Links,Agatha Christie,228,4513,3.86,65122,425067947,9.78043E+12,English,"['Mystery', 'Fiction', 'Mystery', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller', 'Mystery', 'Detective', 'Audiobook', 'European Literature', 'British Literature', 'Thriller', 'Mystery', 'Murder Mystery']"
762211,The Old Man Who Read Love Stories,Luis Sepúlveda,144,1645,3.93,18926,156002728,9.78016E+12,English,"['Fiction', 'Classics', 'Novels', 'European Literature', 'Spanish Literature', 'Romance', 'Literature', 'Literature', 'Latin American Literature', 'Cultural', 'Latin American', 'Contemporary', 'Roman']"
18115061,Before Jamaica Lane,Samantha Young,432,3010,4.31,40506,,B00DGZIBWK,English,"['Romance', 'New Adult', 'Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Adult Fiction', 'Erotica', 'Womens Fiction', 'Chick Lit', 'Humor', 'Fiction', 'Audiobook']"
64417,The Threepenny Opera,Bertolt Brecht,124,245,3.89,12504,1559702524,9.78156E+12,English,"['Plays', 'Drama', 'Classics', 'European Literature', 'German Literature', 'Fiction', 'Plays', 'Theatre', 'Literature', '20th Century', 'Literature', 'Cultural', 'Germany', 'Academic', 'School']"
6336453,"Howl, Kaddish and Other Poems",Allen Ginsberg,119,214,3.99,2407,141190167,9.78014E+12,English,"['Poetry', 'Classics', 'Literature', '20th Century', 'Literature', 'American', 'Classics', 'Modern Classics', 'LGBT', 'Fiction', 'Adult', 'LGBT', 'Queer', 'Literature']"
1555398,The Mark of the Vampire Queen,Joey W. Hill,370,148,4.24,2147,425219321,9.78043E+12,English,"['Paranormal', 'Vampires', 'Erotica', 'BDSM', 'Fantasy', 'Paranormal', 'Adult Fiction', 'Erotica', 'Romance', 'Paranormal Romance', 'Romance', 'Romance', 'Erotic Romance', 'Fantasy', 'Romance', 'M F Romance', 'Fiction']"
179565,The Marvelous Land of Oz,L. Frank Baum,192,1553,3.8,21289,140350411,9.78014E+12,English,"['Fantasy', 'Classics', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Childrens', 'Middle Grade', 'Audiobook', 'Fantasy', 'Magic', 'Childrens', 'Juvenile']"
25358242,No Mercy,Lucian Bane,296,177,4.21,945,,B00Y9OHN9Y,English,"['Romance', 'Romance', 'Erotic Romance']"
18468256,Grim,M.K. Eidem,438,841,4.11,10325,,B00EW7DHBG,English,"['Science Fiction', 'Aliens', 'Science Fiction', 'Romance', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Science Fiction Romance', 'Romance', 'Paranormal Romance', 'Adult Fiction', 'Erotica', 'Adult', 'Space']"
93768,War of the Twins,Margaret Weis,411,284,4.14,28693,786932171,9.78079E+12,English,"['Fantasy', 'Dungeons and Dragons', 'Dragonlance', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'Dragons', 'Role Playing Games', 'Dungeons and Dragons', 'Adventure', 'Fantasy', 'Magic']"
53325,Fingerprints of the Gods,Graham Hancock,578,722,4.18,10544,517887290,9.78052E+12,English,"['History', 'Nonfiction', 'Science', 'History', 'Ancient History', 'Science Fiction', 'Alternate History', 'History', 'Archaeology', 'Fantasy', 'Mythology', 'Anthropology', 'Spirituality', 'Historical']"
289601,A Certain Slant of Light,Laura Whitcomb,282,1922,3.83,18979,061858532X,9.78062E+12,English,"['Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal', 'Ghosts', 'Fiction', 'Fantasy', 'Supernatural', 'Romance', 'Paranormal Romance', 'Young Adult', 'Teen', 'Horror']"
820480,Revelation,C.J. Sansom,550,1165,4.36,21454,1405092726,9.78141E+12,English,"['Historical', 'Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Mystery', 'Crime', 'Mystery', 'Historical Mystery', 'English History', 'Tudor Period', 'European Literature', 'British Literature', 'Thriller', 'Thriller', 'Mystery Thriller']"
303455,Among the Free,Margaret Peterson Haddix,208,805,4.14,16187,689857985,9.78069E+12,English,"['Science Fiction', 'Dystopia', 'Young Adult', 'Science Fiction', 'Fiction', 'Childrens', 'Middle Grade', 'Childrens', 'Fantasy', 'Adventure', 'Young Adult', 'Teen', 'Futuristic']"
1840934,My Swordhand is Singing,Marcus Sedgwick,224,380,3.64,2670,375846891,9.78038E+12,English,"['Horror', 'Young Adult', 'Fantasy', 'Paranormal', 'Vampires', 'Historical', 'Historical Fiction', 'Fiction', 'Fantasy', 'Paranormal', 'Historical', 'Fantasy', 'Supernatural', 'Young Adult', 'Teen']"
6076413,Ballad,Maggie Stiefvater,352,1529,3.78,17455,738714844,9.78074E+12,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal', 'Fairies', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Fairies', 'Fae', 'Fantasy', 'Supernatural', 'Fantasy', 'Magic']"
2137,A Home at the End of the World,Michael Cunningham,342,1048,3.92,18871,312424086,9.78031E+12,English,"['Fiction', 'LGBT', 'LGBT', 'Queer', 'Contemporary', 'LGBT', 'Gay', 'Romance', 'Novels', 'Literature', 'American', 'Literary Fiction', 'Literature']"
21124,"Le deuxième sexe, I",Simone de Beauvoir,408,220,4.25,3523,,,French,"['Feminism', 'Nonfiction', 'Philosophy', 'Cultural', 'France', 'Classics', 'Womens', 'European Literature', 'French Literature', 'Writing', 'Essays', 'Gender', 'Gender Studies', 'Sociology']"
11387535,Artemis Fowl Collection,Eoin Colfer,,135,4.41,3515,141340258,9.78014E+12,English,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Science Fiction', 'Childrens', 'Middle Grade', 'Fantasy', 'Magic', 'Anthologies', 'Collections', 'Audiobook', 'Humor']"
102324,"Swamp Thing, Vol. 1",Alan Moore,173,1174,4.22,24674,930289226,9.78093E+12,English,"['Sequential Art', 'Comics', 'Sequential Art', 'Graphic Novels', 'Horror', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Comics', 'Comic Book', 'Superheroes', 'Dc Comics', 'Science Fiction', 'Comics', 'Superheroes']"
61665,Billions & Billions,Carl Sagan,296,593,4.29,15855,345379187,9.78035E+12,English,"['Science', 'Nonfiction', 'Philosophy', 'Science', 'Physics', 'Science', 'Astronomy', 'Writing', 'Essays', 'Space', 'Science', 'Popular Science', 'History', 'Politics']"
51299,Letter to a Christian Nation,Sam Harris,96,2013,3.99,38142,307265773,9.78031E+12,English,"['Nonfiction', 'Religion', 'Philosophy', 'Religion', 'Atheism', 'Politics', 'Science', 'Religion', 'Christianity', 'Spirituality', 'Audiobook', 'Writing', 'Essays']"
12638953,Los asesinos del emperador,Santiago Posteguillo,1153,404,4.6,4781,8408103253,9.78841E+12,Spanish,"['Historical', 'Historical Fiction', 'Historical', 'European Literature', 'Spanish Literature', 'Fiction', 'Novels', 'Romance', 'Historical Romance', 'Unfinished']"
16102879,Fate and Fury,Quinn Loftis,292,565,4.49,10673,,,English,"['Shapeshifters', 'Werewolves', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Young Adult', 'Paranormal', 'Shapeshifters', 'Animals', 'Wolves', 'Fantasy', 'Supernatural', 'Romance', 'Paranormal Romance', 'Paranormal', 'Witches']"
342504,The Science of Getting Rich,Wallace D. Wattles,146,1188,4.14,36446,1585426016,9.78159E+12,English,"['Self Help', 'Business', 'Economics', 'Finance', 'Nonfiction', 'Self Help', 'Personal Development', 'Currency', 'Money', 'Finance', 'Personal Finance', 'Psychology', 'Economics', 'Audiobook']"
9429895,My Sister Lives on the Mantelpiece,Annabel Pitcher,,1725,4.01,13796,1409132889,9.78141E+12,English,"['Young Adult', 'Fiction', 'Contemporary', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Audiobook', 'Death', 'Childrens', 'Family', 'Drama']"
11715276,Born Wicked,Jessica Spotswood,330,2245,3.9,16690,399257454,9.7804E+12,English,"['Fantasy', 'Young Adult', 'Paranormal', 'Witches', 'Fantasy', 'Paranormal', 'Historical', 'Historical Fiction', 'Romance', 'Fantasy', 'Magic', 'Historical', 'Fiction', 'Fantasy', 'Supernatural']"
1524,Agamemnon,Aeschylus,144,394,3.82,17910,521010756,9.78052E+12,English,"['Classics', 'Plays', 'Drama', 'Fantasy', 'Mythology', 'Fiction', 'Plays', 'Theatre', 'Literature', 'Poetry', 'Tragedy', 'Academic', 'School']"
59338319,Ravel,D.M. Simmons,455,7,4.29,500,,9.78174E+12,English,"['Drama', 'Contemporary', 'Novels']"
82965,The Butcher Boy,Patrick McCabe,231,692,3.83,8173,385312377,9.78039E+12,English,"['Fiction', 'European Literature', 'Irish Literature', 'Cultural', 'Ireland', 'Horror', 'Novels', 'Mystery', 'Crime', 'Contemporary', 'Literary Fiction', 'Literature', 'Mystery']"
47776,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,193,834,3.52,11218,1573223557,9.78157E+12,English,"['Short Stories', 'Fiction', 'Cultural', 'France', 'Contemporary', 'Romance', 'European Literature', 'French Literature', 'Roman', 'Novels', 'Literature', 'Womens Fiction', 'Chick Lit']"
62005,A Night in the Lonesome October,Roger Zelazny,280,1282,4.2,9213,380771411,9.78038E+12,English,"['Fantasy', 'Horror', 'Fiction', 'Mystery', 'Holiday', 'Halloween', 'Humor', 'Paranormal', 'Vampires', 'Science Fiction', 'Fantasy', 'Paranormal', 'Fantasy', 'Urban Fantasy']"
30072,The Brief History of the Dead,Kevin Brockmeier,252,1904,3.67,11560,1400095956,9.7814E+12,English,"['Fiction', 'Fantasy', 'Science Fiction', 'Novels', 'Death', 'Apocalyptic', 'Post Apocalyptic', 'Horror', 'Speculative Fiction', 'Science Fiction', 'Dystopia', 'Science Fiction Fantasy']"
47763,I Know What You Did Last Summer,Lois Duncan,208,1313,3.47,13291,440228441,9.78044E+12,English,"['Young Adult', 'Horror', 'Mystery', 'Fiction', 'Thriller', 'Suspense', 'Thriller', 'Mystery Thriller', 'Young Adult', 'Teen', 'Realistic Fiction', 'Childrens']"
103086,The Man Who Would Be King,Rudyard Kipling,96,620,3.71,11586,976140705,9.78098E+12,English,"['Classics', 'Fiction', 'Adventure', 'Short Stories', 'Historical', 'Historical Fiction', 'Literature', 'Cultural', 'India', 'European Literature', 'British Literature', 'Literature', '19th Century', 'Novella']"
19674,The Teeth of the Tiger,Tom Clancy,625,666,3.7,23966,141004924,9.78014E+12,English,"['Fiction', 'Thriller', 'Action', 'Spy Thriller', 'Espionage', 'War', 'Military Fiction', 'Adventure', 'Mystery', 'Suspense', 'Thriller', 'Mystery Thriller', 'Thriller', 'Spy Thriller']"
6744949,No Time to Die & The Deep End of Fear,Elizabeth Chandler,599,246,4.25,9256,1416994629,9.78142E+12,English,"['Young Adult', 'Mystery', 'Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Fantasy', 'Supernatural', 'Paranormal', 'Ghosts', 'Horror', 'Thriller', 'Fiction']"
13246997,Armed & Dangerous,Abigail Roux,330,1102,4.49,11626,1613725132,9.78161E+12,English,"['Romance', 'M M Romance', 'Romance', 'Contemporary', 'Mystery', 'Mystery', 'Crime', 'LGBT', 'Suspense', 'Romance', 'Romantic Suspense', 'Thriller', 'War', 'Military Fiction']"
13127599,The Shoemaker's Wife,Adriana Trigiani,485,8531,4,79284,61257095,9.78006E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Cultural', 'Italy', 'Adult Fiction', 'Audiobook', 'Womens Fiction', 'Chick Lit', 'Adult', 'Romance', 'Historical Romance']"
8147,The Gift,Vladimir Nabokov,403,236,4,3659,141185872,9.78014E+12,English,"['Fiction', 'Cultural', 'Russia', 'Classics', 'Literature', 'Russian Literature', 'Literature', 'Novels', 'Literature', '20th Century', 'Cultural', 'Germany', 'Literary Fiction', 'Anthologies', 'Collections']"
8329766,Power Play,Ridley Pearson,436,381,4.2,7821,1423138570,9.78142E+12,English,"['Fantasy', 'Young Adult', 'Childrens', 'Middle Grade', 'Fiction', 'Adventure', 'Science Fiction', 'Mystery', 'Childrens', 'Fantasy', 'Magic', 'Action']"
121648,Five Little Pigs,Agatha Christie,224,3766,4.02,54840,,,English,"['Mystery', 'Fiction', 'Mystery', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller', 'Mystery', 'Detective', 'Audiobook', 'Thriller', 'European Literature', 'British Literature', 'Mystery', 'Murder Mystery']"
130520,The Mosquito Coast,Paul Theroux,384,842,3.82,11122,,,English,"['Fiction', 'Travel', 'Adventure', 'Classics', 'Novels', 'Literary Fiction', 'Literature', 'Literature', 'American', 'Contemporary', 'Literature', '20th Century']"
783510,Nutuk,Mustafa Kemal Atatürk,610,147,4.8,4259,975160401X,9.78975E+12,Turkish,"['History', 'Asian Literature', 'Turkish Literature', 'Nonfiction', 'Cultural', 'Turkish', 'Politics', 'Classics', 'Biography', 'Social', 'Education', 'War']"
18131799,The Dying of the Light,Derek Landy,605,706,4.61,9430,7489250,9.78001E+12,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Fantasy', 'Magic', 'Mystery', 'Action', 'Fantasy', 'Paranormal', 'Adventure', 'Horror']"
17901125,The Mime Order,Samantha Shannon,510,3172,4.2,24468,1408857391,9.78141E+12,English,"['Fantasy', 'Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Paranormal', 'Science Fiction', 'Fantasy', 'Urban Fantasy', 'Adult', 'Romance', 'Audiobook']"
49403689,A Tale of Witchcraft...,Chris Colfer,432,548,4.47,5045,1510202196,9.78151E+12,English,"['Fantasy', 'Childrens', 'Middle Grade', 'Fiction', 'Fantasy', 'Magic', 'Young Adult', 'Fantasy', 'Fairy Tales', 'Childrens', 'Adventure', 'Audiobook', 'Retellings']"
28512671,Everybody Lies,Seth Stephens-Davidowitz,338,3259,3.9,35835,62390856,9.78006E+12,English,"['Nonfiction', 'Science', 'Psychology', 'Business', 'Science', 'Technology', 'Economics', 'Sociology', 'Audiobook', 'Social Science', 'Politics']"
4645,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,144,1661,3.85,36132,684862212,9.78068E+12,English,"['Fiction', 'Classics', 'Short Stories', 'Literature', 'Literature', 'American', 'Cultural', 'Africa', 'Literature', '20th Century', 'Literary Fiction', 'Novels', 'Classics', 'Classic Literature']"
13622,"Death Note, Vol. 9",Tsugumi Ohba,193,534,4.21,16725,1421506300,9.78142E+12,English,"['Sequential Art', 'Manga', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Mystery', 'Fiction', 'Horror', 'Thriller', 'Young Adult', 'Fantasy', 'Supernatural']"
24738,The Road to Wellville,T. Coraghessan Boyle,496,429,3.68,6182,140167188,9.78014E+12,English,"['Fiction', 'Historical', 'Historical Fiction', 'Humor', 'Historical', 'Novels', 'Literature', 'Literary Fiction', 'Contemporary', 'Health', 'Adult Fiction']"
97862,One Tuesday Morning,Karen Kingsbury,352,748,4.37,19360,,,English,"['Christian', 'Fiction', 'Christian Fiction', 'Romance', 'Historical', 'Historical Fiction', 'Inspirational', 'Contemporary', 'Adult Fiction', 'Adult', 'Womens Fiction', 'Chick Lit']"
110331,The Federalist Papers,Alexander Hamilton,688,961,4.09,37753,451528816,9.78045E+12,English,"['History', 'Politics', 'Nonfiction', 'Classics', 'Philosophy', 'North American Hi...', 'American History', 'Law', 'Politics', 'Political Science', 'Politics', 'Government', 'Historical']"
378414,Diamond Mask,Julian  May,460,63,4.21,3825,330322990,9.78033E+12,English,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Space Opera', 'Speculative Fiction', 'Anthologies', 'Collections', 'Fantasy', 'Paranormal', 'Science Fiction', 'Aliens', 'Novels']"
36159,Black Sun Rising,C.S. Friedman,496,705,3.94,18071,756403146,9.78076E+12,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'Dark Fantasy', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Horror', 'Fantasy', 'Magic', 'Paranormal', 'Vampires']"
60080,Groundwork of the Metaphysics of Morals,Immanuel Kant,120,580,3.84,18083,521626951,9.78052E+12,English,"['Philosophy', 'Nonfiction', 'Classics', 'European Literature', 'German Literature', 'Academic', 'School', 'Literature', '18th Century', 'Academic', 'College', 'Academic', 'Read For School', 'Academic', 'Philosophy', 'Metaphysics']"
13707734,The Swerve,Stephen Greenblatt,356,2977,3.85,30327,393343405,9.78039E+12,English,"['History', 'Nonfiction', 'Philosophy', 'Science', 'Religion', 'Historical', 'Audiobook', 'Classics', 'Writing', 'Books About Books', 'History', 'World History']"
65954,Up a Road Slowly,Irene Hunt,197,628,4,6600,425202054,9.78043E+12,English,"['Young Adult', 'Fiction', 'Historical', 'Historical Fiction', 'Childrens', 'Young Adult', 'Coming Of Age', 'Classics', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Romance', 'Family']"
13515095,The Goddess Legacy,Aimee Carter,395,594,4.04,7683,373210752,9.78037E+12,English,"['Fantasy', 'Mythology', 'Young Adult', 'Fantasy', 'Romance', 'Mythology', 'Greek Mythology', 'Fantasy', 'Paranormal', 'Novella', 'Short Stories', 'Fiction', 'Young Adult', 'Teen']"
31231,The Matarese Circle,Robert Ludlum,544,387,4.06,41168,752858556,9.78075E+12,English,"['Fiction', 'Thriller', 'Mystery', 'Spy Thriller', 'Espionage', 'Suspense', 'Thriller', 'Mystery Thriller', 'Mystery', 'Crime', 'Thriller', 'Spy Thriller', 'Action', 'Novels']"
6277410,The Stonekeeper's Curse,Kazu Kibuishi,220,2384,4.34,37963,439846838,9.78044E+12,English,"['Sequential Art', 'Graphic Novels', 'Fantasy', 'Childrens', 'Middle Grade', 'Adventure', 'Fiction', 'Childrens', 'Sequential Art', 'Comics', 'Young Adult', 'Graphic Novels Comics', 'Fantasy', 'Magic']"
18138755,Forever with You,Laurelin Paige,387,1753,4.32,29859,,,English,"['Romance', 'Romance', 'Contemporary Romance', 'Adult Fiction', 'Erotica', 'Contemporary', 'Adult', 'New Adult', 'Romance', 'Erotic Romance', 'Fiction', 'Drama', 'Womens Fiction', 'Chick Lit']"
6692041,Mornings in Jenin,Susan Abulhawa,352,3987,4.42,25173,1608190463,9.78161E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Novels', 'War', 'Historical', 'Politics', 'Cultural', 'Israel', 'Contemporary', 'Literature', 'Book Club']"
